wirein_ct,wireout_ct,avg_wire_amount,max_wire_amount,perc_wire_to_high_risk_country,perc_wire_from_high_risk_country,num_high_risk_counterparties,same_day_wire_ratio,suspicious_counterparty_score,txn_frequency,degree_centrality,betweenness_centrality,clustering_coefficient,cash_deposit_amt,cash_withdrawal_amt,kyc_flag,num_sar_filings,past_sar_flag,customer_age,account_tenure,txn_amount_std,num_large_cash_txns,international_txn_ratio,num_unusual_txn_patterns,num_new_accounts_opened,recent_address_change_flag,pep_flag,num_credit_card_txns,num_failed_login_attempts,recent_device_change_flag,risk_label
6,2,3668.469623472366,1072.9737719759191,0.7455030853527727,0.25388401096106816,2,0.10025476177544373,0.94894013128426,18,0.7214695378714872,0.9854753990044323,0.670994482028316,7495.932495860286,3507.2665556235906,0,1,1,33,16.1024004964142,495.1673148730517,1,0.29818537408866463,3,1,1,1,4,1,0,0
1,5,991.7575041567196,8499.468745258819,0.895106225730092,0.7283155104937347,2,0.35334385423027176,0.7920192079401351,12,0.25261946060177465,0.8696169984498692,0.04415604911173121,9464.776450137686,8689.783684432552,1,0,0,44,2.775656213605391,349.79663306588765,1,0.6576556090187232,2,1,0,1,7,0,0,0
2,2,4762.267775795273,5097.865690557356,0.9088874403864678,0.3367056688975335,3,0.3645516417974381,0.8713573412322078,15,0.8818909649480867,0.645693868383918,0.8579306536685337,1786.1318963328629,8160.177465033687,1,0,1,44,9.63990443891966,253.729942581036,0,0.07991292058259036,1,1,0,1,4,0,1,1
3,0,598.9393491769563,6699.551340996959,0.942334494935037,0.4383327756143538,2,0.13041554001250438,0.672567195094623,16,0.8459619526959559,0.6444780259798835,0.49332627679654684,1175.7635226722712,3938.044975762324,0,0,0,35,1.9885318062588975,303.2670289180066,0,0.9521461952101911,1,0,1,0,5,0,0,0
2,3,757.0972370449849,6083.372465977565,0.2513076871421568,0.08084680164325397,3,0.4194405402525605,0.17264064078029118,3,0.31137633690532385,0.7877087308864188,0.3715412244495886,3119.0214299649797,9803.411880731399,0,1,1,67,0.5662293477046032,271.4391044814362,1,0.3140378495964835,1,0,0,0,1,0,1,0
3,4,2620.2765172016384,5787.894864437037,0.7273972938459515,0.9013868568106571,1,0.001823351392338135,0.08395570307090161,17,0.5457771532249376,0.5487923123698846,0.17895044029717733,1534.6267650169389,5035.027073123625,0,0,1,38,6.559098609591805,337.6917134953848,1,0.5192832645845314,0,0,0,1,7,2,0,1
3,3,1665.6581484650621,5455.503510891264,0.8206273934190368,0.19767093687426895,1,0.3710462962791222,0.6467749610819326,3,0.5198353671551348,0.38010599871580397,0.7018733544543112,1662.8539114480773,8222.89212078901,1,0,0,43,4.957002277518696,271.2022710949069,1,0.41473464152979556,3,0,0,1,6,4,1,0
4,1,2451.756662741395,6042.1731740474725,0.4705050789923272,0.8583560551590967,0,0.1245099810533854,0.49835189131046054,13,0.4362671348044198,0.1385067778251592,0.20021599708450177,6837.736322244597,8795.60129480547,1,1,0,38,3.994003868782452,236.57425665628693,1,0.5004005924734096,4,1,1,0,3,1,0,1
2,4,3299.1326566340417,2394.476068041423,0.6061095998529731,0.7581292064968449,2,0.18282108135210567,0.7449651984608933,16,0.9912664987450435,0.6738985378607202,0.40106931065678253,6441.622949820284,8027.090613818132,0,0,1,76,13.17500342132452,205.54036706043004,2,0.24137426238509252,4,1,0,0,3,2,1,1
1,2,2419.6635547447704,3037.86644578885,0.7620716534397257,0.40884366172506825,2,0.35376924480733685,0.48155339712726,17,0.9024535392055206,0.7412376971371935,0.12490394462716736,1719.8736214662697,1656.8444325785576,0,0,1,53,18.468722906911964,360.75878494424154,0,0.7452772702306243,1,1,1,0,8,2,0,1
1,6,1272.6949503815968,9439.881033864018,0.0942103636124938,0.7538034837685449,2,0.09320270703405553,0.5421699104457148,14,0.7549268366376947,0.41143623742666235,0.26915364097108974,6662.099974050995,7447.479020964204,1,0,1,40,19.522359734057947,251.39309475103303,0,0.5119956257093,1,0,1,1,3,0,0,0
1,2,3977.932713718339,4591.983696016834,0.7941627088376095,0.8579574553975083,4,0.27589503178974784,0.177116568678373,11,0.15759032215646862,0.7520443368826271,0.5354489996474344,6430.8687264529035,5473.02675259285,1,3,0,48,7.565655180726843,283.8473134390353,1,0.17948736419318123,3,0,1,1,5,1,1,1
3,5,3488.565826775077,3319.796940652987,0.9401760633010566,0.689564411051965,1,0.42617505834191705,0.6832083095475865,19,0.3134105862196249,0.7379480082833204,0.8189483743113387,6192.744892991156,7743.6362049799345,1,1,1,78,10.0504782938763,78.69644512943431,1,0.36632564225946673,0,0,1,1,1,2,1,1
1,2,1096.7179583606498,8472.251735032465,0.8877535094139863,0.42885436130663845,1,0.4169046544364309,0.5222894733111719,3,0.08234649574578634,0.4562958831277989,0.14958970291336182,2537.833904546279,1483.9761515384419,1,0,0,50,16.342838664564777,106.79404276003737,1,0.9991268891574973,3,0,1,0,5,1,1,0
3,4,2485.5335109127254,4858.526275763334,0.028631193835652824,0.04669781788511307,0,0.465612379589449,0.1493484503194734,10,0.7487733218218078,0.6179182568379911,0.07478816450286518,2584.78982442282,3769.2301928776583,1,1,0,55,4.74440667829334,119.59252790207613,0,0.7554704933748005,5,0,0,1,4,0,1,0
1,1,1017.5492157264401,6636.203404867297,0.9524913004343245,0.6218819638903935,1,0.03018292175752868,0.661154269719093,12,0.9394336228961874,0.14548264959926016,0.9272623257936373,8891.857391444402,1137.0022434234172,0,0,0,66,9.614892523840073,258.1835228038512,1,0.04368524199059198,0,1,1,0,2,0,1,0
2,2,1714.8813658495792,3468.3566514300974,0.40983847810959406,0.1089716293039158,1,0.13360363837828454,0.9029189732330538,1,0.22390813154111433,0.12652567631557798,0.2722518150979698,8483.992193634198,5392.562139221248,1,0,0,44,0.7686982206033943,340.63762485463,0,0.7199782734785423,0,0,1,0,0,0,1,0
4,4,4969.236825200653,9130.669802765136,0.14006455935893647,0.206513164929784,1,0.06476330495017618,0.1802715360183761,3,0.2203210287124283,0.4937887702564081,0.9266419675334452,2441.8427895599084,1188.569532650724,1,0,1,57,4.542958528973092,57.93358646869062,2,0.9982321318744968,1,0,1,0,5,2,1,1
1,4,3600.990866690708,1401.1303664136774,0.7160934824899615,0.8316400401693309,4,0.14272389359993276,0.5969602868455279,14,0.3064577313504506,0.03795048626088149,0.9482070618154644,3467.868445542203,4462.035623176906,0,1,1,73,19.21365308076186,447.1075165314881,0,0.2933242292619662,3,0,0,0,6,1,0,0
0,4,3691.313167074821,3995.3652498250476,0.6342526534515374,0.569335201776094,0,0.051890964088335934,0.2653063701204189,18,0.46712309269313945,0.7772285200016578,0.5109305765941476,8039.755765612665,2094.5090346148095,1,0,0,78,12.73634352187151,223.32262320450533,0,0.7630017776587087,1,1,0,0,7,0,0,0
0,3,1442.8365094063945,2488.3338296186735,0.897508835108354,0.9267075043390905,2,0.12954910269105563,0.6574713688561535,13,0.28442032390379157,0.05613158802107232,0.6083685906962358,5300.946951687909,2326.7238983598463,0,0,1,22,18.476728580740488,237.9740549241081,2,0.437574468442829,2,0,1,1,4,0,1,0
2,6,1415.9098511681218,2760.1358239137076,0.5388193672496691,0.9987500343913169,3,0.21460538977084986,0.2899583218037868,18,0.2426943984557346,0.4053516136255215,0.1356372015206303,4844.404370347069,6832.995290118748,0,0,1,40,18.813742841944656,416.2590980531642,0,0.8011563819197053,2,2,0,0,4,3,0,1
2,3,4403.095876019111,7388.242419451348,0.6007397744503934,0.4479424171771643,0,0.4516705068533973,0.3379014257750631,5,0.6444304935146186,0.6791554027396302,0.09196456731751357,8338.02829741989,1973.6799159219454,0,0,0,26,12.06282490242955,455.6611527774153,0,0.3756952192472235,2,0,1,0,9,2,0,0
6,1,4693.607296688551,3211.7528096729907,0.5114364063015873,0.22252104417744645,3,0.2806377574281061,0.8883636828012641,8,0.6407333593074455,0.017602523701344963,0.7147693584992595,4393.748564964893,9597.579524645458,1,1,0,67,8.991890087339664,480.87041043024215,0,0.956978836539141,1,0,0,1,7,1,0,0
1,2,551.8670632384336,4614.878131879423,0.3273766801153992,0.530088496914424,4,0.14232769674679602,0.19924187858461817,5,0.7167463829100775,0.48189088605748454,0.014307489794234685,2820.347899156116,6721.654217771685,0,0,0,19,6.375921192384659,231.0871254632977,1,0.3757691189525274,1,0,1,0,3,1,0,0
7,6,1974.048322649567,9925.057475485104,0.750523980696749,0.8391216031061648,1,0.3563306128233729,0.9050840377609537,9,0.5070435369367097,0.5910987992719926,0.31427009822092256,8769.755502801532,4938.087926324284,1,2,1,29,9.162386914561298,80.13840986937899,1,0.46194019550094934,3,2,0,1,5,3,1,1
0,2,2090.6486380777046,4134.075757366318,0.005339141969688543,0.2729171603243713,3,0.43367275235105623,0.20788587191937546,18,0.9664193168045985,0.882142314225861,0.774676768373454,3671.165264321481,5185.018117240235,0,0,0,50,8.171272093994638,209.6116758826632,1,0.0768269568641019,5,0,0,1,3,0,0,0
5,5,3399.9042633341746,8212.751298177644,0.3590707790431512,0.1318366178035142,1,0.42401395132864067,0.791532618666892,2,0.15946009778676717,0.6247999220727483,0.45841383179219775,5817.154032232601,2542.898270603695,1,0,1,67,16.268511213046338,234.14369510836613,0,0.6732035127414665,1,0,0,0,7,1,1,0
6,4,742.6966227839205,7156.223755228646,0.5266422635251975,0.9849378689708634,1,0.36151721542539783,0.04773378967875608,8,0.9941737916817344,0.4955390128542012,0.7728064074086561,3526.978665342189,7706.966294765402,0,0,0,77,17.4244428847679,477.86459575169823,1,0.7690330987867587,3,1,1,1,4,2,1,1
2,1,1137.251077780547,3306.294315001653,0.4591591303759114,0.1006936011038031,2,0.011460786574818471,0.3928077169525388,9,0.5142542790619751,0.751705960179315,0.3540658617935837,7412.869499892537,8318.66203179636,0,0,0,57,9.73616074823716,453.728705751806,1,0.7777433544926922,1,0,0,0,2,1,0,0
5,3,4651.5758220761,4924.4346817532905,0.6072666701014879,0.31478562371695795,5,0.38451161939132394,0.3196956866662505,3,0.12308785340327055,0.08546602296514749,0.31650213991029075,7207.198125960619,6119.203139953822,1,2,0,52,15.31181323830577,207.44686653508003,1,0.08327166834179711,2,0,1,1,1,0,1,0
1,1,4119.175194703025,4131.717995396948,0.7379531202529385,0.8100693082292276,3,0.39878277626726094,0.4391157742826395,4,0.06313016032445307,0.8215883614858137,0.9299635757805099,3303.960584739194,7656.48998742994,0,0,0,66,7.70960626406652,418.78420544717113,1,0.022242049048971535,2,1,1,1,3,2,0,0
0,5,3849.656919367958,7261.09896893805,0.7120634214091708,0.8339907620990965,1,0.08564131814607567,0.19371594227956035,2,0.7267560573982359,0.6827211777353029,0.4928791795440838,2269.458289632129,2432.4417795000372,0,0,1,59,12.981205011427662,99.66554091015229,0,0.7164263866560665,2,0,1,1,3,1,0,0
2,4,4217.9781909884905,6078.709582028472,0.9122296219996,0.14938454677122792,3,0.03377742172784354,0.044660028877223756,13,0.7882051110716313,0.9478050183624682,0.15957723278671354,7844.107954238797,4507.697652642774,1,0,0,41,5.0767696348225595,103.00073871963501,1,0.594016522924926,2,1,0,1,3,1,1,0
2,3,2426.087085978397,9704.918861274415,0.7254121231929704,0.279594370523232,3,0.4555425657870243,0.6143816397567536,16,0.733314661265906,0.6314991066734976,0.06451261073803383,8440.147245440536,3227.898583162414,1,0,0,51,7.9742849870747845,421.73904825294386,1,0.03583368776774831,3,0,1,1,4,0,0,1
3,4,2796.7672460691797,2993.5094576846745,0.1436916072617339,0.707120613944381,4,0.376155485336728,0.6289883872243522,18,0.580194903247977,0.16110990518583312,0.053455513983198366,1526.3133725432024,8295.338447893086,1,0,1,27,11.246375651972345,57.85650870132477,0,0.25458917941036263,2,0,1,1,2,0,0,0
4,3,678.7004340751125,6215.82732234983,0.759486569188307,0.35698369214011294,0,0.1993144808220375,0.571682326099271,14,0.23490626113123858,0.2785627134497355,0.3965785613115773,1485.753692958217,8158.404801973236,0,0,1,61,12.515608657724556,280.7655336164172,3,0.3260879797800881,2,0,1,0,5,0,0,0
5,6,930.8938939851095,7524.192446524759,0.17615391250286005,0.5912429057506141,3,0.39667241393048797,0.9800004155993314,19,0.6069454128382038,0.49244226086650156,0.5410709207986163,2249.1142511587277,6471.137118674329,0,0,1,26,6.177496841786915,113.85983287820514,2,0.24178232778310593,2,1,0,1,3,1,0,0
1,3,4543.875177354965,9527.29510956062,0.22687051633149413,0.24869180947113512,0,0.030305178558906742,0.11114782746710894,1,0.7021135501716855,0.19303874129377752,0.6094079169963047,6486.582554189929,3896.172177288479,1,0,1,56,12.815079941522512,490.60945822700364,0,0.5890920805626426,1,1,1,0,3,2,0,1
2,3,2688.674453713164,9784.125330389148,0.4170487283209009,0.17823309891158345,0,0.37307525191339397,0.9106777399183047,14,0.6601194442631304,0.9228731744878906,0.8839925500724087,3439.854487718947,5098.625231946979,1,1,0,39,17.57709704999207,103.9393084322846,1,0.632688395972375,4,0,1,1,3,2,1,0
3,5,4317.8797689373,7674.427177634878,0.9027760477645449,0.04992248566337909,1,0.34293622761572007,0.9986478849342207,1,0.009730960155522994,0.7748097208422537,0.6095015963905811,3408.0726077335667,9101.392763028898,0,1,1,51,13.149020170882793,381.77283634309185,1,0.9912160765802553,1,1,0,0,4,0,1,1
9,1,2771.3276392115827,7191.665561068381,0.5796108992282839,0.16465468825602958,1,0.10861673729621735,0.5330788223246319,18,0.590215235628607,0.06929264946664215,0.6835808333247098,3896.7567075091556,6672.143413955454,0,1,0,41,7.267894074466847,173.79879682545635,0,0.4579381034968545,1,1,1,1,11,2,0,1
5,2,1069.4539003836976,4732.622222769944,0.7636470325232199,0.13258218018117918,4,0.12641810153739502,0.07356102897771621,5,0.9229277651739684,0.052978793302596916,0.364194701291884,7301.680489107387,5533.183321252604,0,0,0,69,16.0404515591357,340.93083546730554,0,0.4606377716304272,3,1,0,0,9,0,0,1
5,3,3152.6186139196107,7691.522822011677,0.4778906609457496,0.9271748377359889,3,0.004737565630848262,0.6263010947738659,5,0.4107817429094348,0.7192713850692155,0.25100617877437326,4287.876068483591,3743.3182115299196,1,0,0,31,12.69117713381597,205.6454824884777,3,0.5925845759553798,2,0,0,0,4,2,0,1
2,3,1635.0041040377846,7356.092486786038,0.7045860321333502,0.6881138762610555,2,0.3870952458571624,0.3955221362514192,2,0.39685147034186397,0.3394422057373845,0.845242103840832,5041.993967787272,7123.169729367023,0,1,0,79,16.906334963760667,286.63581793163866,0,0.485113734003325,2,0,1,1,1,0,1,1
2,7,1463.7931373281408,2439.2192052171476,0.18150796162149552,0.9054894774913257,0,0.4915811449557042,0.005933496746056477,17,0.46205980189463025,0.27957100537056945,0.31800641939440033,9430.94862718377,6848.40102984971,0,2,1,65,17.615341302975267,300.7048542447372,3,0.8012823584867418,2,0,0,1,6,1,0,1
2,2,2993.7637472495003,3748.9980389363354,0.5889436485073487,0.7817458588152745,1,0.09759690713796276,0.1405791286630823,14,0.5661910873974069,0.15226013011187667,0.5859691786998955,3864.9269175064055,3057.283528343352,1,1,1,48,3.251514346205,182.6164294774547,3,0.909935774424347,3,0,1,0,5,1,1,1
2,1,1006.2685995714118,1800.3657047952147,0.3041100073428369,0.9367739495230019,3,0.24729312560132288,0.2846299119393191,8,0.14171520824757244,0.4102050052835323,0.3161780508762084,9663.869262046846,2773.5718063988456,1,1,1,60,12.147230365131454,174.59622965856326,0,0.005098389290198124,5,2,1,1,2,0,0,1
3,2,2372.976639645415,4419.104700904336,0.9728566047103429,0.44391669804653977,0,0.03446635106204454,0.5987233410567304,19,0.09889083998231696,0.35706613875330606,0.6154884193426575,1831.2081241533588,1432.1067904827341,0,0,0,44,16.58717725752902,110.1271485317743,1,0.9466537520429488,2,4,0,1,5,1,0,0
1,2,3457.38947738028,4308.922414531975,0.8890923982489601,0.8140682873866807,3,0.14954010582770566,0.02898693009375808,8,0.9611244018517173,0.47069121764044575,0.16810686120613372,7764.072685992184,5112.091638230415,1,0,1,23,13.192436696192267,309.2147030475965,0,0.20249226525232766,0,0,1,0,3,0,0,1
2,4,2557.9247445176916,5764.921664871488,0.7397963719360992,0.7093238527759673,2,0.1821841470500401,0.6120470796577556,17,0.7790979397931701,0.08809285071188666,0.21847043101946362,4638.74192256391,8442.809447356278,0,0,1,25,9.358624358793616,151.6619047865716,1,0.09216284169831102,6,0,0,1,6,0,1,0
3,4,4531.154456293604,3275.6948088630293,0.7866525160763468,0.8182120013704631,1,0.48984587321791423,0.5492200998868637,14,0.10241312312679851,0.5460067515335875,0.9640282908324397,7548.242049054756,3501.9769061794414,0,1,0,79,5.607515955763159,453.82855375510263,2,0.700086412564263,4,0,0,1,5,1,1,1
4,4,4395.772566980571,2244.4797491002773,0.6937579203490752,0.5694326830948546,4,0.29453007676264564,0.605950173007711,9,0.1603591056039002,0.481705479844009,0.07091331078599106,5898.201588852531,3998.8380891327315,1,0,1,29,10.834022129972364,298.59789238443426,0,0.03221482236483375,3,1,0,1,3,0,0,1
1,3,2966.096737531108,4304.564329881629,0.5806197604823538,0.5102159340784042,0,0.20326915694350656,0.8045587144686301,7,0.1385474424446943,0.4081646649015549,0.19571341492826522,7779.490544181732,2465.4893124651653,1,0,1,57,6.231785413468742,200.75574188077272,2,0.47632318027494025,1,0,0,0,5,1,0,0
2,4,2193.403176297489,9640.10692737213,0.9154768812183315,0.32909588031475956,2,0.4691825075951297,0.35467082661031046,2,0.5395229435126496,0.6440232166355478,0.02016138211789409,1919.1132821819203,2803.144274637425,0,0,1,24,14.673184938010504,383.9103964192191,1,0.6727134359728744,4,0,0,1,5,1,0,0
4,2,4451.518386435656,6338.403959744209,0.47904072567461364,0.7081473345985572,2,0.4240473319005607,0.5451908290902965,19,0.8889522556906401,0.09124239411372093,0.3502151301315095,7133.012885078388,9257.187029993234,0,0,1,78,16.48901622859001,443.64148132486974,2,0.3387881087552508,2,2,0,1,3,1,0,0
3,0,2041.138486338369,3787.8878272861307,0.38419418492597746,0.14989429532815812,2,0.32059981661607406,0.051641797222756636,18,0.6817284370551343,0.21542190360728142,0.2412231251093967,3748.937520653715,5745.580516303158,0,0,0,56,8.544430577246079,83.18188516290903,1,0.7461939075863067,0,1,0,0,4,3,0,0
3,3,2808.847482656224,4200.59799331809,0.8026758125262868,0.784441542070729,1,0.43916780294379354,0.895866939157868,19,0.7979467708924225,0.7240764217904032,0.7367563453314232,5780.383578093274,2366.591010807481,1,0,0,19,19.270090315769092,301.6286594359277,1,0.36618665120340377,1,1,1,1,6,1,1,0
1,6,3704.3239651156873,1343.8250538165196,0.8699059338903209,0.5949160209188715,3,0.4044636536088957,0.13062396686929179,15,0.47961375416408336,0.928175939066235,0.4370240760986729,5042.246834300186,9726.313028091407,1,1,0,72,14.405072869436339,365.8504510266234,0,0.45789909707648135,1,0,0,0,2,2,0,0
5,3,3144.664527536644,2699.8316808656896,0.08292715250972604,0.6273755044353622,1,0.37647429983155534,0.4024551782789696,8,0.09690843467781107,0.6292189720886135,0.7791372567975999,4171.117706452084,7381.780132814646,0,0,0,21,17.448399100359143,104.96714355077052,2,0.09015339951439783,1,0,0,1,9,0,1,0
2,4,903.3429798707806,9987.555872479463,0.5416868240337284,0.16979263955094737,2,0.32806440218360094,0.20194086451198257,10,0.8193698179343586,0.043468399323714824,0.14647076007831694,6259.973177265723,8522.587223813396,0,2,0,39,7.688586085603388,312.9993116283695,2,0.068261399525264,5,0,0,0,6,3,0,0
2,1,2788.4250117396855,4162.203411894341,0.30948157919486696,0.06792620422282625,3,0.3456932226075093,0.8448056670360005,8,0.9726277413964189,0.03273434060421865,0.9532160305061863,3108.9861276940715,1136.556857546513,1,1,1,34,6.661515357522825,421.8838872396286,1,0.6738334940258299,6,1,1,1,10,1,1,0
3,1,3185.253455477977,2541.9209000893748,0.22744825406479963,0.20888889271484312,1,0.3903866174435947,0.26282302621238873,14,0.3546270944431186,0.025513548864769642,0.8895964631361936,6796.3534527376905,3634.748426683058,0,1,1,56,18.39874134358489,338.1860797830395,1,0.8438545669795144,2,1,1,0,4,0,1,0
2,1,4054.3907946599247,8250.227437971103,0.3662530059984742,0.9813771043261948,4,0.24432194854937922,0.7554990686967872,14,0.3299300208424748,0.5432933603710752,0.18469462949420534,3764.8754814087147,2528.155044421114,0,3,0,46,14.067890292844357,195.828660835225,1,0.08096923717683091,1,2,0,1,11,0,1,0
9,3,4074.7290129178537,5088.436519243827,0.6592445370508719,0.7987718291146285,1,0.09637600520635614,0.9933675008820889,16,0.4715363875782448,0.7758970823891844,0.15763423171681779,8300.148436575762,4783.8606052640625,0,1,0,51,9.754196017144189,259.29712682733594,1,0.18227558416571155,0,1,0,1,6,1,0,0
1,1,1186.9617404335268,7209.679214137262,0.2745723155510216,0.2794424222358942,3,0.47959674322926077,0.5170483546901332,16,0.8096523320704518,0.004373679100979522,0.7658040880308877,2961.9847394959115,3102.1380824206344,1,0,1,30,0.18261039979722282,277.15902526804035,1,0.973055015484025,1,0,0,0,3,1,1,0
3,6,4832.531635913295,9180.828027233778,0.5535308853571833,0.2521951614279182,0,0.3494638304726084,0.4787016818903501,3,0.06443762555269228,0.6851612006141862,0.5499889821142169,3261.870717636839,9729.568430354679,0,1,0,71,0.7120253091963025,281.2940336245431,0,0.0693966621186679,3,1,1,1,3,2,0,0
1,3,3134.6867224176603,5055.242435345057,0.2978473483600218,0.46386522142884756,0,0.027695365010469597,0.3485466516033776,1,0.11583465834136975,0.9145582776881581,0.025291408989633113,9322.918177923115,9780.869182521443,1,0,0,29,12.98214857873409,218.48666252162252,1,0.4652622920087588,2,0,1,0,5,5,0,1
5,2,2207.5762126705918,1211.13119549039,0.9063542110956462,0.8365937791309511,2,0.10110754372948666,0.6317361768234109,15,0.45302401360120637,0.2046916746217904,0.1490897687287166,4564.646685250211,5682.300261520844,0,0,1,60,12.508205039980155,300.73267144872324,0,0.6934980061618401,3,3,1,0,9,3,1,0
3,3,2401.006055138956,5870.692502713219,0.8301829666176939,0.6042395103321423,1,0.4161314429850744,0.786796709064576,5,0.11104638729189831,0.7508777765144898,0.4995621559349236,6997.388717731635,5606.15425031072,0,1,1,63,2.3305108139863395,148.28083237360357,0,0.8304979451027499,3,0,0,1,5,0,0,0
5,4,2280.8517343130948,5997.369903471462,0.709272011669813,0.9448354530207373,1,0.31274841855835206,0.5026493346222822,1,0.6866598739832943,0.9292489152431359,0.6953081080935307,4047.0203129948145,3093.116869659981,1,2,1,57,8.213718324848179,336.261314169962,0,0.18202348183791006,2,2,0,0,5,1,1,0
4,2,4903.276851197105,6701.817642545532,0.2529118055562871,0.7178678511312636,2,0.22890682504231247,0.5550852504728198,6,0.9979093217902862,0.4479420112823861,0.7730318987057172,4418.112353301597,7175.723504361419,0,1,0,55,18.520020094120934,173.5607333448512,0,0.5299683077127002,2,0,1,1,4,2,1,0
3,1,4305.851952465934,3266.680261111381,0.11797899943702572,0.19392782028068045,3,0.18300669592007557,0.14341861223627494,19,0.9595534142998999,0.18610056193924152,0.389413542549104,6702.691935395021,1623.5641129980324,0,0,0,45,3.5395125973284114,194.58812721237427,1,0.9800429328154714,6,0,1,1,5,2,1,1
2,4,3220.2004201630675,3972.647579213207,0.6536029525352265,0.07136701388938005,2,0.27631729091459695,0.5232180199672922,8,0.6067476903255307,0.027161301453653364,0.8339083739245192,8244.807442610892,9965.03653173621,0,0,1,63,16.570336538435356,482.46661763004073,1,0.9415603693239586,1,2,0,1,2,2,0,1
1,2,3912.8165286539142,7186.509214171431,0.6690800168622832,0.6123133848469222,3,0.40400737453139174,0.3901132134339331,5,0.06372332668871827,0.42917202775906205,0.7992838076676498,3190.4495133454798,8837.44579226471,1,0,0,76,6.757298872871158,466.2422478820345,0,0.8901008600325078,0,0,0,0,6,1,0,0
1,3,1336.2442500440416,6823.6314963298655,0.6121662207231456,0.5460245933207503,3,0.47678676870614867,0.42437676701387816,1,0.5040710038566732,0.3129891824938761,0.3687502145056203,2082.265961379191,8572.23639063399,0,0,1,41,11.86417390546219,342.26597546571435,3,0.031909875697474055,2,1,1,1,8,0,1,0
